Branch_ID,Branch_Name,Address,City,State,Country,Manager_ID,Contact_Number
643,Branch 643,"9212 Jennifer View, Christopherberg, NV 55372",Thomasshire,Delaware,Bosnia and Herzegovina,165,3837108428
644,Branch 644,"Unit 0824 Box 5189, DPO AP 69065",Ryanhaven,Massachusetts,Angola,285,+1-790-419-2364
645,Branch 645,"Unit 3736 Box 0250, DPO AP 77365",Lake Patrick,Wyoming,Paraguay,46,543-769-2831
646,Branch 646,"PSC 1820, Box 1276, APO AA 53889",Williamfort,Connecticut,Western Sahara,248,+1-468-843-1213x87519
647,Branch 647,"6429 Amber Skyway, Amandaland, AK 54591",Johnview,Arkansas,Uruguay,283,599-759-5618x2057
648,Branch 648,"8893 Garcia Rapids, South John, RI 81693",Austinmouth,Indiana,Spain,193,3734113070
649,Branch 649,"35089 Howell Estate, Lake Sandraburgh, LA 19444",North Kenneth,Vermont,Madagascar,189,001-878-407-9329x9115
650,Branch 650,"90593 Andrew Creek, Jorgeborough, AR 75943",New Rebecca,Arizona,Mauritius,250,675.885.5535x7642
651,Branch 651,"878 Wright Mills, New Tamara, MI 70492",Ibarraborough,California,Christmas Island,216,001-008-845-7755
652,Branch 652,"5124 Lopez Oval, Port James, MA 28195",Lake Sharonport,Illinois,Bulgaria,155,+1-215-103-8880
653,Branch 653,"47174 Rebecca Ville, Loriborough, MA 45244",Port Dawnmouth,Ohio,Colombia,99,518-484-1874x05353
654,Branch 654,"1680 Melissa Street, Port Kurthaven, KS 13227",Alisonmouth,Arizona,South Africa,122,001-430-663-1153x9659
655,Branch 655,"243 Lisa Knoll Apt. 141, Juliechester, ND 13537",East Robert,Florida,Guam,116,3191774940
656,Branch 656,"9568 Brown Pine, North Katie, TN 58580",Lake Williamfurt,Oklahoma,India,26,(185)997-7150
657,Branch 657,"43609 Christian Mews, Jacquelinehaven, WY 71517",Brettmouth,Mississippi,Bangladesh,25,(879)563-3767x737
658,Branch 658,"2188 Kellie Gateway, Lewisview, ND 29619",North Andrew,New Mexico,Belize,266,006-404-9584x086
659,Branch 659,"4769 Kevin Pike, Lake Daisy, SD 17756",Michaelside,Wisconsin,Czech Republic,156,001-544-551-1629
660,Branch 660,"801 Kimberly Springs Apt. 787, South Curtis, AZ 24537",Gloverchester,Massachusetts,Liberia,158,5926615848
661,Branch 661,"5209 John Extensions Suite 299, East Albert, NE 58822",Ryanhaven,Utah,Croatia,173,405.451.0868x7506
662,Branch 662,"USNV Watts, FPO AA 41457",North Michelle,New Hampshire,New Caledonia,48,001-798-669-7121
663,Branch 663,"614 Robin Ferry Suite 366, Hernandezton, TN 93193",Matachester,Kansas,Argentina,191,001-034-030-1662x899
664,Branch 664,"35002 Jacqueline Rest Apt. 365, Andersonfort, NY 06121",Hallport,Florida,Costa Rica,194,(770)393-7454x49043
665,Branch 665,"48893 Smith Gardens Apt. 617, Lake Gregoryborough, IA 47741",South Allison,Arizona,Puerto Rico,44,+1-758-889-7947x68367
666,Branch 666,"43034 Gordon Squares Apt. 457, Sullivanton, NC 50300",Keithhaven,Indiana,Russian Federation,76,1820145607
667,Branch 667,"864 Larry Crossing, North Donald, IN 01741",Lake Howardfurt,Maryland,Syrian Arab Republic,217,(716)809-4168
668,Branch 668,"6851 Smith Mountain Apt. 977, Andrewport, RI 50071",Deanmouth,Hawaii,Wallis and Futuna,282,105-188-5485x582
669,Branch 669,"99196 Nancy Stravenue, West Jeremytown, MI 12354",Lake Jeremy,New Hampshire,Bulgaria,15,837.619.9967x2764
670,Branch 670,"1827 James Garden, West Lindaburgh, RI 96349",North Daniel,Massachusetts,Mauritania,98,001-850-187-8095x329
671,Branch 671,"176 Wilson Spring Apt. 070, Boylehaven, KY 51280",Scottview,New York,Yemen,272,608.726.9314x5423
672,Branch 672,"51354 Stephanie Ports, East Johnhaven, KY 29575",Port Jenniferland,New Hampshire,Swaziland,250,424-107-9222x074
673,Branch 673,"956 Darius Skyway, Martinezberg, CT 54592",Annside,Rhode Island,Malawi,170,770.516.1553x75383
674,Branch 674,"742 Rangel Port Apt. 972, North Erin, MO 01757",New Samuel,Nevada,Indonesia,56,001-694-145-9575x0155
675,Branch 675,"737 Robert Inlet, Dayville, NM 78286",Vaughnview,Alaska,Burundi,298,152.606.1671x53439
676,Branch 676,"280 Michele Row Apt. 813, North Melindahaven, MI 30801",Williamsmouth,Florida,Dominica,93,(365)695-8298
677,Branch 677,"Unit 7421 Box 4896, DPO AE 24518",South Kristenfurt,Kentucky,Togo,189,001-776-125-9373x0225
678,Branch 678,"78739 Timothy Highway Apt. 275, East Jeffrey, KS 73806",Katelynmouth,Oregon,Libyan Arab Jamahiriya,142,100.106.6483x98322
679,Branch 679,"078 Perkins Junction Suite 304, East Patricialand, FL 68692",Hannahville,Tennessee,El Salvador,36,393-505-6104
680,Branch 680,"333 Jennifer Alley Apt. 699, Grimesmouth, IN 29922",Campbellmouth,Iowa,Ecuador,246,(491)174-6316x305
681,Branch 681,"USCGC Dunn, FPO AE 31583",West Robinburgh,Mississippi,Togo,295,260-359-8093x4817
682,Branch 682,"33224 Thomas Branch, North Brendatown, VT 83418",North Mary,Utah,Monaco,256,122-356-8862
683,Branch 683,"6937 Rodriguez Cliffs Suite 015, East Clifford, IL 34776",North Tara,Massachusetts,Algeria,67,(826)781-3055
684,Branch 684,"402 Kenneth Club, Josephtown, MN 89999",Lake Debbie,North Carolina,Latvia,7,(416)241-1351
685,Branch 685,"17827 Luis Pass Suite 145, Sandersshire, DE 88610",Coxmouth,New York,Burkina Faso,231,195-539-7072x8292
686,Branch 686,"6612 Lisa Centers, Hendersonstad, NE 89055",South Kellytown,New Hampshire,Ghana,141,516.346.7134x5842
687,Branch 687,"01260 Nathan Lake Suite 111, Harrisonshire, MD 62309",New Megan,Louisiana,Gabon,164,978.080.8322
688,Branch 688,"0071 Stephens Unions, Lake Rachel, MN 76966",Warnershire,Arkansas,United States Minor Outlying Islands,134,936.253.1681
689,Branch 689,"125 Lin Loaf Suite 163, Mendezland, ND 19277",North Meganland,Washington,Kiribati,248,+1-515-032-3167
690,Branch 690,"6555 Rodriguez Cliffs Apt. 582, Matthewland, SD 70086",Jeremyshire,Montana,Honduras,259,(014)976-7503
691,Branch 691,"423 Peggy Inlet, Patelstad, WA 32909",Karinastad,Georgia,Gabon,38,312.796.6299x025
692,Branch 692,"0795 Michael Place Suite 151, Proctormouth, UT 73794",New Karen,Kansas,Burundi,150,488-394-8341
693,Branch 693,"616 Regina Port Suite 154, Jamestown, DE 89459",Williamland,Montana,Bhutan,105,001-134-812-8572x0744
694,Branch 694,"5820 Mercado Coves Apt. 482, Port Ernestborough, CO 01220",Schmidtshire,Alaska,Niger,131,892-403-4094
695,Branch 695,"04614 Angelica Street, Amandaland, AZ 72939",New Kenneth,Michigan,Christmas Island,62,001-314-284-7683x65027
696,Branch 696,"1917 Sarah Forge, South Jasonhaven, DC 10425",East Curtismouth,Montana,Sudan,297,457.288.5492x532
697,Branch 697,"1231 Sparks Throughway, Angelaport, NE 05956",North Juanton,Kentucky,Angola,291,(772)477-5298x629
698,Branch 698,"6244 Jenna Tunnel Suite 603, Diaztown, AR 27461",Lake Amandabury,South Carolina,Vietnam,97,001-936-839-9743
699,Branch 699,"4469 Torres Well, Andersonhaven, GA 93839",Port Tracy,South Carolina,Malta,7,(389)213-6088x268
700,Branch 700,"74887 Marie Trafficway, Philipville, TN 67071",Kramerstad,Michigan,Niue,195,001-762-453-5516x143
